,attributes_Accepts Credit Cards,attributes_Accepts Insurance,attributes_Ages Allowed,attributes_Alcohol,attributes_Ambience,attributes_Attire,attributes_BYOB,attributes_BYOB/Corkage,attributes_By Appointment Only,attributes_Caters,attributes_Coat Check,attributes_Corkage,attributes_Delivery,attributes_Dietary Restrictions,attributes_Dogs Allowed,attributes_Drive-Thru,attributes_Good For,attributes_Good For Dancing,attributes_Good For Groups,attributes_Good for Kids,attributes_Hair Types Specialized In,attributes_Happy Hour,attributes_Has TV,attributes_Music,attributes_Noise Level,attributes_Open 24 Hours,attributes_Order at Counter,attributes_Outdoor Seating,attributes_Parking,attributes_Price Range,attributes_Smoking,attributes_Take-out,attributes_Takes Reservations,attributes_Waiter Service,attributes_Wheelchair Accessible,attributes_Wi-Fi,business_id,categories,city,full_address,hours_Friday,hours_Monday,hours_Saturday,hours_Sunday,hours_Thursday,hours_Tuesday,hours_Wednesday,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
43366,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,FALSE,,FALSE,,,,,FALSE,TRUE,FALSE,,FALSE,TRUE,"{u'dj': False, u'live': True, u'video': False, u'jukebox': False}",average,,,TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,outdoor,FALSE,TRUE,TRUE,TRUE,free,QmTGCPfHt2L7Og9W7XnOMA,"Irish,Music Venues,Arts & Entertainment,Bars,Pubs,Nightlife,Restaurants",Edinburgh,"14 Forrest Road
Old Town
Old Town
Edinburgh EH1 2QN","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:30'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.94569136,-3.190863132,Malones Irish Bar,Old Town,TRUE,21,3.5,EDH,business
43369,TRUE,,,full_bar,"{u'romantic': False, u'intimate': True, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",dressy,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,FALSE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",3,,FALSE,TRUE,TRUE,FALSE,no,WunFu-5VGn7o5XCDuxLBTw,"French,Restaurants",Edinburgh,"30 Victoria Street
Grassmarket
Edinburgh EH1 2JW","{u'close': u'21:30', u'open': u'18:00'}","{u'close': u'21:30', u'open': u'18:00'}","{u'close': u'21:30', u'open': u'18:00'}","{u'close': u'21:30', u'open': u'18:00'}","{u'close': u'21:30', u'open': u'18:00'}","{u'close': u'21:30', u'open': u'18:00'}","{u'close': u'21:30', u'open': u'18:00'}",55.9485363,-3.1942442,The Grain Store,"Grassmarket,Old Town",TRUE,42,4.5,EDH,business
43372,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,FALSE,FALSE,,FALSE,,TRUE,FALSE,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'brunch': True, u'breakfast': False}",FALSE,TRUE,FALSE,,FALSE,TRUE,"{u'dj': False, u'background_music': True, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",loud,,,TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,outdoor,TRUE,TRUE,TRUE,FALSE,free,IFwOI7zFph0iwPl-pkyL_g,"Gastropubs,Burgers,Bars,Nightlife,Restaurants",Edinburgh,"18 Morrison St
West End
Edinburgh EH3 8BJ","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.94585958,-3.206205368,Lebowskis,West End,TRUE,47,3.5,EDH,business
43377,FALSE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,FALSE,,,TRUE,,,FALSE,"{u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,FALSE,FALSE,,no,jARmjhBKZWHyn8EC7H4saA,"Fast Food,Middle Eastern,Restaurants",Edinburgh,"22 Nicolson Street
Newington
Edinburgh EH8 9DH","{u'close': u'02:00', u'open': u'10:00'}","{u'close': u'02:00', u'open': u'10:00'}","{u'close': u'02:00', u'open': u'10:00'}","{u'close': u'02:00', u'open': u'10:00'}","{u'close': u'02:00', u'open': u'10:00'}","{u'close': u'02:00', u'open': u'10:00'}","{u'close': u'02:00', u'open': u'10:00'}",55.9462929,-3.1851641,Palmyra,Newington,TRUE,42,4.5,EDH,business
43378,TRUE,,,,,casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': True, u'brunch': False}",,TRUE,TRUE,,,,,,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,FALSE,TRUE,FALSE,free,BChfI9fwiiktn0io8p2AHQ,"Food,Breakfast & Brunch,Coffee & Tea,Sandwiches,Restaurants",Edinburgh,"126 Nicolson St
Newington
Edinburgh EH8 9EH","{u'close': u'19:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'20:00', u'open': u'10:30'}","{u'close': u'18:00', u'open': u'10:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}","{u'close': u'18:00', u'open': u'08:30'}",55.9439662,-3.1832301,The Grind House,Newington,FALSE,16,4,EDH,business
43379,TRUE,,,none,,casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,average,,,TRUE,,2,,TRUE,FALSE,TRUE,,,KD1vk9C94vKc8Pr_gF6VHg,"Food,Juice Bars & Smoothies,Coffee & Tea,Restaurants,Turkish",Edinburgh,"119 Nicolson Street
Newington
Edinburgh EH8 9ER","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'17:00', u'open': u'12:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}",55.9441677,-3.1837946,Café Turquaz,Newington,TRUE,21,3,EDH,business
43380,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,no,TRUE,FALSE,FALSE,TRUE,free,elU0eZTbsyD4kRtsDurl3w,"Food,Coffee & Tea,Sandwiches,Restaurants",Edinburgh,"99 Nicolson Street
Newington
Edinburgh EH8 9BY","{u'close': u'22:00', u'open': u'08:00'}","{u'close': u'22:00', u'open': u'08:00'}","{u'close': u'22:00', u'open': u'08:00'}","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'08:00'}","{u'close': u'22:00', u'open': u'08:00'}","{u'close': u'22:00', u'open': u'08:00'}",55.94477503,-3.183837177,Beanscene,Newington,FALSE,35,3,EDH,business
43381,FALSE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,FALSE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",,FALSE,TRUE,,,TRUE,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,FALSE,TRUE,,no,JG_Bw1ZcX88rw7ALiUq-ZQ,"Chinese,Restaurants",Edinburgh,"13 W Richmond St
Newington
Edinburgh EH8 9EF","{u'close': u'23:00', u'open': u'12:00'}",,"{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",55.9453511,-3.1835567,Yum Yum HK Diner,Newington,TRUE,11,3.5,EDH,business
43382,FALSE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,TRUE,TRUE,TRUE,no,4KN-PSLwo_oLw2WZlumwHw,"Food,Desserts,Coffee & Tea,Indian,Restaurants",Edinburgh,"67 Nicolson Street
Newington
Edinburgh EH8 9BZ","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'10:00'}",55.945489,-3.1847414,10-to-10 In Delhi,Newington,TRUE,42,4.5,EDH,business
43409,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,FALSE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,TRUE,no,D6QjpWAN6muF6AxD5sKCxQ,"Tapas/Small Plates,Indian,Restaurants",Edinburgh,"3-5 Infirmary Street
Newington
Edinburgh EH1 1LT","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}",55.9480417,-3.1859369,Mother India's Cafe,"Newington,Old Town",TRUE,62,4.5,EDH,business
43418,TRUE,,,,,casual,,,,,,,FALSE,,,,,,,TRUE,,,,,,,,FALSE,,1,,TRUE,FALSE,,TRUE,paid,Jdcmb690Y9GlwR2ugSYpEQ,"Food,Coffee & Tea,Cafes,Restaurants",Edinburgh,"Unit 2-4 Waverley Station
4 Waverley Bridge Road
Old Town
Edinburgh EH1 1BQ","{u'close': u'19:30', u'open': u'06:00'}","{u'close': u'19:30', u'open': u'06:00'}","{u'close': u'19:30', u'open': u'07:00'}","{u'close': u'19:00', u'open': u'08:00'}","{u'close': u'19:30', u'open': u'06:00'}","{u'close': u'19:30', u'open': u'06:00'}","{u'close': u'19:30', u'open': u'06:00'}",55.9514537,-3.1881652,Caffe Nero,"Old Town,Royal Mile",TRUE,5,3,EDH,business
43435,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,FALSE,FALSE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",3,,FALSE,TRUE,TRUE,,free,JTIbnUsifk_-08r6EfqWgA,"British,Restaurants",Edinburgh,"44-46 George IV Bridge
Old Town
Edinburgh EH1 1EJ","{u'close': u'23:30', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'23:30', u'open': u'12:00'}","{u'close': u'21:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.9478321,-3.1915347,The Cellar Door,Old Town,TRUE,16,4,EDH,business
43447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tqsW1e1X5Fv4zAPdjjjnhg,"Fast Food,Restaurants",Edinburgh,"222 Gorgie Road
Edinburgh EH11 2PN","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'15:30', u'open': u'09:00'}",,"{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}","{u'close': u'16:00', u'open': u'08:00'}",55.937645,-3.234042,Baguette Express,,TRUE,5,4.5,EDH,business
43458,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",dressy,,,,,TRUE,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,FALSE,,FALSE,TRUE,"{u'dj': True, u'live': False, u'video': False, u'jukebox': True}",loud,,,TRUE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",3,outdoor,FALSE,TRUE,TRUE,,free,1GuNIGzqvuLF6fAebFPw1Q,"Modern European,Bars,Restaurants,Nightlife,Lounges,Hotels & Travel,Hotels,Event Planning & Services",Edinburgh,"12 Picardy Place
New Town
Edinburgh EH1 3JT","{u'close': u'01:00', u'open': u'17:00'}","{u'close': u'01:00', u'open': u'17:00'}","{u'close': u'01:00', u'open': u'17:00'}","{u'close': u'01:00', u'open': u'17:00'}","{u'close': u'01:00', u'open': u'17:00'}","{u'close': u'01:00', u'open': u'17:00'}","{u'close': u'01:00', u'open': u'17:00'}",55.9570128,-3.1868369,No 12 Picardy Place,New Town,TRUE,10,4.5,EDH,business
43473,TRUE,,,full_bar,,casual,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,,FALSE,,,,Lj-csYhfbkXIWdwUpGv2CA,"Food,Ethnic Food,Delis,Specialty Food,Restaurants",Edinburgh,"66 S Clerk Street
Newington
Edinburgh EH8 9PT","{u'close': u'20:00', u'open': u'10:00'}","{u'close': u'19:30', u'open': u'10:00'}","{u'close': u'19:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'11:00'}","{u'close': u'19:30', u'open': u'10:00'}","{u'close': u'19:30', u'open': u'10:00'}","{u'close': u'19:30', u'open': u'10:00'}",55.9401001,-3.1806627,Bona Deli,Newington,TRUE,15,4,EDH,business
43475,TRUE,,,,"{u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,FALSE,,,FALSE,,,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,,,,1aFu-WWB_5slFJrT7enPJQ,"Indian,Restaurants",Edinburgh,"107 Newington Road
Newington
Edinburgh EH9 1QW","{u'close': u'23:30', u'open': u'17:30'}","{u'close': u'23:30', u'open': u'17:30'}","{u'close': u'23:30', u'open': u'17:30'}","{u'close': u'23:30', u'open': u'17:30'}","{u'close': u'23:30', u'open': u'17:30'}","{u'close': u'23:30', u'open': u'17:30'}","{u'close': u'23:30', u'open': u'17:30'}",55.9375905,-3.1779513,Voujon,Newington,TRUE,12,4,EDH,business
43476,TRUE,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': True}",,TRUE,TRUE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,TRUE,no,e6jRIO6dwoVWptN3kT-S8A,"American (Traditional),Restaurants",Edinburgh,"15 Salisbury Place
Newington
Edinburgh EH9 1SL","{u'close': u'22:00', u'open': u'08:30'}","{u'close': u'22:00', u'open': u'08:30'}","{u'close': u'22:00', u'open': u'09:00'}","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'08:30'}","{u'close': u'22:00', u'open': u'08:30'}","{u'close': u'22:00', u'open': u'08:30'}",55.937124,-3.1786451,Hellers Kitchen,Newington,TRUE,25,4,EDH,business
43477,TRUE,,,,,casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,FALSE,TRUE,,,,,,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,TRUE,,T1P5X1S7IzJKiwFx-4iKBA,"Modern European,Restaurants",Edinburgh,"158 Canongate
Old Town
Edinburgh EH8 8DD",,,,,,,,55.9515398,-3.1786568,Lazy Lohan's,"Old Town,Royal Mile",FALSE,7,4.5,EDH,business
43483,TRUE,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': True, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': True}",,TRUE,TRUE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,,free,-r8tyHl7sOS6eeyY8LetfA,"Food,Coffee & Tea,Breakfast & Brunch,British,Restaurants",Edinburgh,"1 Forth St
New Town
Edinburgh EH1 3JX","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'17:00', u'open': u'08:00'}","{u'close': u'20:00', u'open': u'09:00'}","{u'close': u'17:00', u'open': u'09:00'}","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'20:00', u'open': u'08:00'}","{u'close': u'20:00', u'open': u'08:00'}",55.9576473,-3.1883144,Urban Angel,New Town,FALSE,40,4,EDH,business
43485,TRUE,,,full_bar,"{u'romantic': True, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",dressy,,,,FALSE,,,FALSE,"{u'dairy-free': False, u'gluten-free': False, u'vegan': True, u'kosher': False, u'halal': False, u'soy-free': False, u'vegetarian': False}",,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,FALSE,FALSE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",4,,FALSE,TRUE,TRUE,TRUE,no,WTK7mgUEBNp4uzNm7jCa-Q,"French,Restaurants",Edinburgh,"1 Princes Street
The Balmoral Hotel
Old Town
Edinburgh EH2 2EQ","{u'close': u'21:30', u'open': u'18:30'}","{u'close': u'21:30', u'open': u'18:30'}","{u'close': u'21:30', u'open': u'18:00'}","{u'close': u'21:30', u'open': u'18:30'}","{u'close': u'21:30', u'open': u'18:30'}","{u'close': u'21:30', u'open': u'18:30'}","{u'close': u'21:30', u'open': u'18:30'}",55.9526566,-3.189613,Number One,Old Town,TRUE,25,4.5,EDH,business
43489,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,TRUE,TRUE,,,KFsGDCz4ZO2Dwn8ak0aAqg,"Himalayan/Nepalese,Restaurants",Edinburgh,"13 Newington Road
Newington
Edinburgh EH9 1QR","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}","{u'close': u'22:30', u'open': u'17:00'}",55.9388687,-3.1789566,Yak & Yeti,Newington,TRUE,13,4.5,EDH,business
43490,TRUE,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,FALSE,,,FALSE,,FALSE,FALSE,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,TRUE,,average,,,FALSE,"{u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,FALSE,FALSE,TRUE,free,JMl9i-wq_yAzvusF0Ztvug,"Burgers,Restaurants",Edinburgh,"7/8 Queensferry Street
West End
Edinburgh EH2 4PA","{u'close': u'22:00', u'open': u'11:30'}","{u'close': u'22:00', u'open': u'11:30'}","{u'close': u'22:00', u'open': u'11:30'}","{u'close': u'22:00', u'open': u'11:30'}","{u'close': u'22:00', u'open': u'11:30'}","{u'close': u'22:00', u'open': u'11:30'}","{u'close': u'22:00', u'open': u'11:30'}",55.9502749,-3.2090453,Wannaburger,West End,TRUE,56,4,EDH,business
43491,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,FALSE,,,,,,TRUE,,,NTggKFixR3SKESskkw3Rvw,"Chinese,Restaurants",Edinburgh,"15 Bread Street
Old Town
Edinburgh EH3 9AL","{u'close': u'20:00', u'open': u'11:00'}","{u'close': u'20:00', u'open': u'11:00'}",,"{u'close': u'20:00', u'open': u'12:00'}","{u'close': u'20:00', u'open': u'11:00'}","{u'close': u'20:00', u'open': u'11:00'}","{u'close': u'20:00', u'open': u'11:00'}",55.945953,-3.2046452,Meadowood Cafe,Old Town,FALSE,6,3,EDH,business
43500,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,FALSE,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",FALSE,TRUE,TRUE,,,TRUE,{u'dj': False},quiet,,,TRUE,"{u'garage': False, u'validated': False, u'street': False, u'lot': False, u'valet': False}",3,,FALSE,FALSE,FALSE,TRUE,free,72XWQHDdhbliqkNPa4d1hQ,"Bars,Nightlife,British,Restaurants",Edinburgh,"103 High Street
Old Town
Edinburgh EH1 1SG","{u'close': u'23:00', u'open': u'09:00'}","{u'close': u'23:00', u'open': u'09:00'}","{u'close': u'23:00', u'open': u'09:00'}","{u'close': u'23:00', u'open': u'09:00'}","{u'close': u'23:00', u'open': u'09:00'}","{u'close': u'23:00', u'open': u'09:00'}","{u'close': u'23:00', u'open': u'09:00'}",55.9503933,-3.1860365,The Rabbie Burns,"Old Town,Royal Mile",TRUE,19,3,EDH,business
