,name,address,zip,minrate,maxrate,longitude,latitude,desc_en
10738,Rowan Cottage,,EH12 7UN,142,,-3.28811,55.94077,"Set in Cramond, this holiday home is located 6 km from Dalmeny House. Free WiFi is provided throughout the property.  An oven and a toaster can be found in the kitchen and there is a private bathroom. A TV is offered."
13557,Library Apartment Edinburgh,6/6 Murdoch Terrace,EH11 1AY,60,,-3.217869098,55.94011771,"Located less than 2 miles from central Edinburgh, Library Apartment Edinburgh overlooks an arts and crafts inspired library building. With free parking, the property is 800 metres from EICC and less than 1 mile from Edinburgh Castle."
13581,Holistic Condos Apartments - Albion Gardens,14/6 Albion Gardens,EH7 5QL,106.25,,-3.165428534,55.96022181,"Located in Edinburgh, Holistic Condos Apartments offers a self-catering apartment with free WiFi access throughout and on-site private parking facilities free of charge."
15732,Holyrood Park View,33 Milton Street,EH8 8HB,103,,-3.168803788,55.95395549,Holyrood Park View is a 2 bedroom apartment overlooking the 650 acre Hoyrood Park and offers panoramic views of Arthur's Seat. There is free WiFi and free street parking. Edinburgh Waverley train station is 1.
15859,Calton Hill Apartment,22 Calton Hill,EH1 3BJ,120,,-3.185917239,55.95433688,"Featuring stunning views towards Calton Hill and Queen's Park, the Calton Hill Apartment offers self-catering accommodation with free WiFi. Quietly nestled away, the property is just 3 minutes' walk from Edinburgh's famous Princes Street."
16475,Albert Flat,,EH7 5LH,91.493333,,-3.176568,55.962546,"Located 800 metres from Edinburgh Playhouse, Albert Flat offers accommodation in Edinburgh. The unit is 900 metres from Omni Centre.  The unit fitted with a kitchen with an oven and microwave.  Edinburgh Military Tattoo is 1."
18251,Carmichael,11 Ravelston Dykes,EH4 3EA,85,,-3.233230189,55.95198066,"Set in a detached Edwardian house in the Murrayfield area, Carmichael offers bed and breakfast accommodation, free WiFi in public areas and free private parking on site. The property is 2.5 miles from the centre of Edinburgh."
19594,Regent Terrace Georgian,11 Regent Terrace,EH7 5BN,95,,-3.175295144,55.95583452,"Featuring free WiFi, Regent Terrace Georgian is located in Edinburgh, 600 metres from Edinburgh Playhouse. The accommodation features a hot tub. Omni Centre is 600 metres away.  All units feature a flat-screen TV."
19974,Large Grange Apartment,"3 Grange Road, Edinburgh",EH9 1UH,360,,-3.1811174,55.9368602,"Sitauted in Edinburgh, the Large Grange Apartment offers self-catering accommodation with free WiFi access. The property is 900 metres from University of Edinburgh and the Royal Commonwealth Pool is just 6 minutes' walk away."
23241,Spring Gardens Apartment,78 Spring Gardens,EH8 8HX,190,,-3.165460309,55.95509493,"Located 1.2 km from Edinburgh Playhouse, Spring Gardens Apartment offers accommodation in Edinburgh. The property is 1.3 km from Omni Centre and free private parking is featured. Free WiFi is offered throughout the property."
23303,Darroch Court - Self Catering Flats,"Darroch Court, St John Hill",EH8 9TS,,,-3.1816838,55.9490801,"Darroch Court – Self Catering Flats is conveniently located in central Edinburgh, just 3 minutes’ walk from the Royal Mile and 15 minutes’ stroll to Edinburgh Castle. It offers self-catering accommodation with free WiFi throughout."
24916,Chlach Taigh Holiday Let,"78 Millhill, Musselburgh",EH21 7RW,110,,-3.050647393,55.94350712,"Located in Musselburgh, this villa is 500 metres from Musselburgh Racecourse. Guests benefit from terrace. Free WiFi is available and free private parking is available on site."
24941,Apartment in Central Edinburgh,139 Dalkeith Road,EH16 5AH,142.285714,,-3.183737899,55.94997418,"Overlooking Arthur's Seat, Apartments in Central Edinburgh offers self-catering accommodation with free WiFi access and free parking."
25561,Edinburgh Waterfront Apartments,Western Harbour Midway,EH6 6LE,119,,-3.1896193,55.9865564,"With views of the Firth of Forth and easy access by 15 minute bus journey Edinburgh city centre, these apartments are located in Leith. We offer free parking, Wi-Fi and DVD library."
27042,High St Flat,"219 High St, The Royal Mile",EH1 1PE,110,,-3.188526928,55.95004338,"Located just off The Royal Mile, High St Flat offers spacious apartment accommodation in the heart of Edinburgh city centre. Free WiFi is accessible in the apartment."
28528,Meadows apartments - by Cornerstone,15/16 Simpson Loan,EH3 9GB,,,-3.192382951,55.9436824,"Offering free WiFi and a restaurant, Meadows apartments - by Cornerstone is located in Edinburgh, 200 metres from University of Edinburgh. Edinburgh Festival Theatre is 500 metres away."
32533,Edinburgh City Centre Rose Street,161 (3F1) Rose Street,EH2 4LS,136,,-3.204767704,55.95144309,Edinburgh City Centre Rose Street is a self-catering accommodation located in Edinburgh. FreeWiFi access is available. The property is just over 1 km metres from Edinburgh Castle and 900 metres from EICC. Usher hall is 600 metres away.
33103,Lochrin Apartments,Lochrin Place,EH3 9RB,47,,-3.206050961,55.94224947,"Lochrin Apartments are located in Edinburgh. Less than 10 minutes' walk from the Edinburgh International Conference Centre (EICC), the apartments are also ideal for exploring Edinburgh Castle, the Royal Mile, Princes Street, and the Fringe Festival..."
34083,The Wynd Villa,60 East Craig Wynd,EH12 8HJ,350,,-3.309416771,55.94603381,"Located in Edinburgh, The Wynd Villa offers a self-catering holiday home with free WiFi access throughout and on-site private parking facilities free of charge. The property is situated 2.5 km from the Edinburgh Zoo and 4."
34490,Adria House,"11 Royal Terrace, Edinburgh",EH7 5AB,70,,-3.179546893,55.95693627,"Located in Edinburgh's city centre, Adria House offers elegant accommodation featuring antique furniture and free WiFi access throughout. The guest house is situated 300 metres from the Edinburgh Playhouse and 400 metres from the Omni Centre."
35968,Westfield Court,"Block 2 Flat 15, Alexander Drive",EH11 2RJ,45,,-3.24243509,55.93657017,Westfield Court is located in Edinburgh and boasts a rooftop terrace on the 7th floor offering a panoramic views of the city. There is free WiFi access and the property offers free parking.
38901,Edinburgh City Holiday Apartments,"40 St Mary's Street, 2F3",EH1 1SX,258,,-3.1835198,55.9497913,"St Mary's Street Holiday Apartment is a self-catering accommodation located in the heart of Edinburgh city centre, just off The Royal Mile and Old Town. Free WiFi access is available."
40097,Village Hotel Edinburgh,140 Crewe South Road ,EH4 2NY,70,,-3.235567958,55.96780414,"Offering an indoor pool and a spa and wellness centre, Village Hotel Edinburgh is located a short distance from Edinburgh city centre. Free WiFi access is available throughout the hotel and there is ample free on-site parking."
40453,Holistic Condos Apartments - Hawkhill,1/5 hawkhill close,EH7 6AB,101.15,,-3.1639459,55.9629654,"Located in Edinburgh, Holistic Condos offers self-catering accommodation with free WiFi access throughout and on-site private parking free of charge. The property is 1.5 km from the Edinburgh Playhouse and the Omni Centre."
41316,Edinburgh Holiday Guest House,7 Minto Street,EH9 1RG,45,,-3.176861601,55.93648924,"Located in Edinburgh, the Edinburgh Holiday Guest House offers free WiFi throughout and free onsite parking. The University of Edinburgh is just 10 minutes' walk away.  Each room includes a flat-screen TV and a work desk."
42353,Hermits Croft - Self Catering Flats,1-5 Hermits Croft,EH8 9RG,,,-3.1780591,55.9424073,Hermits Croft is a self-catering accommodation located in Edinburgh. Free WiFi access is available throughout. The property is just 15 minutes' walk from the Scottish Parliament and Edinburgh's famous Royal Mile.
42625,CODE - POD Hostel Edinburgh,50 Rose Street North Lane,EH2 2NP,23,,-3.199371991,55.95255164,"Code Hostel Edinburgh is set on Rose Street North Lane, just a short walk from Princes Street. It offers modern interiors within a red brick-clad period building. It offers rooms with bunk beds, a shared kitchen and a communal area."
43045,Adam Drysdale House,42 Gilmore Place,EH3 9NQ,90,,-3.20756012,55.94136564,"Situated in Edinburgh, 500 metres from EICC, Adam Drysdale House features free WiFi access and free private parking.  The rooms have a flat-screen TV. You will find a kettle in the room. Rooms are fitted with a private bathroom."
44800,Central Apartments Edinburgh,27 Home Street,EH3 9JR,65,,-3.203665396,55.94311252,"Located in Edinburgh's historical city centre, Central Apartments Edinburgh offers self-catering accommodation with free WiFi access throughout. The apartments lie within 500 metres from the EICC and the Edinburgh Castle."
45226,Leith Apartments,33-34 Burns Street,EH6 8DS,125,,-3.1645134,55.9686882,"Located in Edinburg, just by Leith Links Park, Leith Apartments features bright and modern, self-catering accommodation with free WiFi available throughout. It is situated 1.3 miles from the Royal Yacht Britannia."
46782,Edinburgh City Centre Old Town Holiday Apartment (Free Parking),17/6 St Johns Hill,EH8 9UQ,258,,-3.181087376,55.94874184,"Located right in Edinburgh's old city centre, Edinburgh City Centre Old Town Holiday Apartment offers a self-catering apartment with free WiFi access throughout and on-site private parking facilities free of charge."
48117,Grassmarket Studio - Websters Land,"423 Websters Land, 53 West Port",EH1 2RX,,,-3.199473023,55.94663065,"Just an 11-minute stroll from the iconic Edinburgh Castle, Grassmarket Studio (Websters Land) offers self-catering accommodation with free WiFi access available to all guests."
778,The New Town Roost,Montgomery Street,EH7 5DR,,,-3.177416917,55.95945432,"The New Town Roost offers accommodation in Edinburgh, 500 metres from Edinburgh Playhouse and 600 metres from Omni Centre. The apartment is 1.4 km from Edinburgh Military Tattoo. Free WiFi is offered throughout the property."
2442,The Park,"89/55 The Park, Holyrood Road",EH8 8BA,,,-3.176941967,55.95061473,"Located 700 metres from Edinburgh Festival Theatre in Edinburgh, this apartment features free WiFi and a balcony. Featuring free private parking, the apartment is 800 metres from Edinburgh Playhouse.  The kitchen comes with a dishwasher."
3171,The Pavilion at Lamb's House,11 waters' close,EH6 6RB,310,,-3.169954264,55.97526461,"The Pavilion at Lamb's House is a holiday home with free WiFi throughout the property, located in Edinburgh. The property features views of the garden and is 2.2 km from Edinburgh Playhouse. Free private parking is available on site."
3767,Amaryllis Guest House,21 Upper Gilmore Place,EH3 9NL,55,,-3.207971134,55.94065039,"Featuring free WiFi, Amaryllis Guest House offers accommodation in Edinburgh, 600 metres from EICC.  Every room comes with a flat-screen TV. You will find a kettle in the room."
4288,Violet Bank Apartment New Town,15 Henderson Place,EH3 5DJ,120,,-3.2018388,55.9599573,"Set in Edinburgh, this apartment features a terrace. The unit is 1.1 km from Edinburgh Playhouse. Free WiFi is available throughout the property.  There is a dining area and a kitchen equipped with dishwasher."
4461,City Centre One Bed Apartment,147 Lothian Road,EH3 9AA,65,,-3.205002031,55.94516861,City Centre One Bed Apartment is just 5 minutes’ walk from Edinburgh International Conference Centre and half a mile from Haymarket Railway Station. This modern apartment includes free WiFi.
5144,3/8 Whyte Place,3/8 Whyte Place. Lower London Road,EH7 5TA,,,-3.164945864,55.95612124,"3/8 Whyte Place offers a lovely apartment within 10 minutes’ walk of Holyrood Park, Palace and the Royal Mile. This charming property offers garden views and is located up a few flights of stairs.  The apartment has attractive design and heating."
5478,Twin Lions Hotel,92 Corstorphine Road,EH12 6JG,50,,-3.25488502,55.94448773,"Offering a restaurant and a bar, Twin Lions Hotel also has free WiFi access and free on-site parking. Located in city of Edinburgh, the property is 4 minutes' drive from Murrayfield Rugby Stadium and a minute's drive from Edinburgh Zoo."
6639,Lochend Park View Apartment,"15 Lochend Park View, Flat 7",EH7 5FX,100,,-3.162290126,55.95928135,"Featuring free WiFi, Lochend Park View Apartment offers accommodation in Edinburgh. Edinburgh Playhouse is 1.4 km from the property. Free private parking is available on site.  The accommodation features a flat-screen TV and blu-ray player."
8557,Mercure Edinburgh Haymarket,38 Gardners Crescent,EH3 8DQ,59,,-3.209553,55.943985,"Offering a restaurant and a fitness centre, the brand new Mercure Edinburgh Quay is located in Edinburgh city centre. The Edinburgh International Conference Centre is just a 3-minute walk away and Haymarket Train Station is a 9-minute walk away."
10179,Ratcliffe Terrace Apartment,71/15 Ratcliffe Terrace,EH9 1SU,250,,-3.177931799,55.93369828,"Set 1.3 km from University of Edinburgh in Edinburgh, this apartment features a barbecue. The property features views of the mountains and is 1.5 km from Edinburgh Festival Theatre. Free WiFi is featured ."
10719,Our Bijou Edinburgh Apartment,304 Websters Land,EH1 2RU,96.8,,-3.199775444,55.94666145,"Featuring free WiFi throughout the property, Our Bijou Edinburgh Apartment is located in Edinburgh, 200 metres from Edinburgh Castle. Royal Mile is 500 metres away.  The accommodation features a flat-screen TV."
13529,Apartment Newington Area,10/7 West Newington Place,EH9 1QT,109.714286,,-3.179617,55.9378278,"Apartment Newington Area offers accommodation in Edinburgh, 900 metres from University of Edinburgh. The unit is 1 km from Edinburgh Festival Theatre. Free WiFi is featured ."
